"","respondent_id","enrollment","employment","employment_type","weekly_work_hrs","ethnicity","gender","total_income","academic_level","college/school","mode_transport","transport_reliability","living_alone","dependents","household_head","residence","permanent_address","spent_night_elsewhere","know_homelessness_studt","federal_aid","FI_q26","FI_q27","FI_q28","FI_q30","FI_q31","expenditures_changed","income_changed","fed_aid_changed","debt_changed"
"5948",87956385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5949",87956386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5950",87956387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5951",87956390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5952",87956393,"Part Time","Full Time","Off-Campus","19 hours or less","Hispanic","Female","50,000-69,999","Senior","Liberal Arts","Other","Very reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Other","Sometimes true","Sometimes true","Yes","Yes","No","About the same","Decreased","About the same","Increased"
"5953",87956397,"Part Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","20,000-29,999","Senior","Business","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Often true","Often true","Yes","Yes","Yes","Decreased","Decreased","About the same","Increased"
"5954",87956400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5955",87956410,"Full Time","Part Time","On-Campus","More than 19 hours","Asian","Male","20,000-29,999","Masters","More than one","Bike, Trolley, or Walk","Very reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","Increased","Decreased","About the same","About the same"
"5956",87956412,"Full Time","Full Time","Off-Campus","More than 19 hours",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5957",87956413,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male","< 10,000","Junior","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Sometimes true","No","No","No","Decreased","Decreased","Decreased","Increased"
"5958",87956414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5959",87956415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5960",87956424,"Full Time","No",NA,NA,"White/Caucasian","Female",">=100,000","Senior","Business","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"5961",87956425,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Male","70,000-99,999","Sophomore","Engineering","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Loans","Never true","Never true","No","No","No","About the same","Decreased","About the same","Increased"
"5962",87956429,"Full Time","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5963",87956430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5964",87956431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5965",87956434,"Full Time","No",NA,NA,"Hispanic","Female","< 10,000","Junior","Engineering","Bus/Public transport","Somewhat reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Sometimes true","No","Yes","Yes","About the same","Decreased","About the same","About the same"
"5966",87956437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5967",87956441,"Full Time","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5968",87956443,"Part Time","No",NA,NA,"White/Caucasian","Male","< 10,000","Senior","Health Sciences","Other","Very reliable","No","Yes","Yes","Other","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Increased","Decreased","Increased","Increased"
"5969",87956445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5970",87956449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5971",87956454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5972",87956455,"Full Time","No",NA,NA,"Hispanic","Male","50,000-69,999","Senior","Liberal Arts","Car (alone)","Fairly reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","Decreased","Decreased","About the same","Decreased"
"5973",87956456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5974",87956458,"Full Time","Part Time","Off-Campus","More than 19 hours","White/Caucasian","Male","20,000-29,999","Sophomore","Engineering","Car (alone)","Fairly reliable","No","No","No","Off-Campus not with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Increased","Decreased","Increased","About the same"
"5975",87956459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5976",87956461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5977",87956463,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","50,000-69,999","Senior","Business","Car (someone drives) & Carpool","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"5978",87956464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5979",87956465,"Part Time","No",NA,NA,"Hispanic","Female","70,000-99,999","Senior","Science","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","Yes","Yes","Yes","About the same","Decreased","Decreased","About the same"
"5980",87956466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5981",87956470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5982",87956478,"Full Time","No",NA,NA,"Hispanic","Female","70,000-99,999","Senior","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Increased","Decreased","About the same","About the same"
"5983",87956479,"Full Time","No",NA,NA,"Hispanic","Male","20,000-29,999","Junior","Engineering","Bus/Public transport","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Often true","No","No","No","Decreased","About the same","About the same","About the same"
"5984",87956481,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female",">=100,000","Sophomore","Nursing","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Other","Never true","Sometimes true","Yes","No","No","About the same","About the same","About the same","About the same"
"5985",87956482,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","50,000-69,999","Junior","Health Sciences","Not applicable","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","Decreased","About the same","About the same"
"5986",87956485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5987",87956486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5988",87956487,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","10,000-19,999","Senior","Engineering","Car (alone)","Fairly reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Often true","Yes","Yes","Yes",NA,NA,NA,NA
"5989",87956491,"Part Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male","< 10,000","Junior","Health Sciences","Bus/Public transport","Somewhat reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Sometimes true","No","No","No","About the same","Decreased","About the same","Increased"
"5990",87956493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5991",87956494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5992",87956495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5993",87956496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5994",87956497,"Full Time","No",NA,NA,"Hispanic","Male","10,000-19,999","Freshman","Liberal Arts","Other","Somewhat reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","No","Yes","Yes","Decreased","About the same","Increased","About the same"
"5995",87956499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5996",87956501,"Full Time","Full Time","Off-Campus","19 hours or less","Hispanic","Female","50,000-69,999","Senior","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","Decreased","Decreased","About the same"
"5997",87956503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5998",87956505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5999",87956506,"Full Time","No",NA,NA,"Hispanic","Female","20,000-29,999","Junior","Education","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6000",87956507,"Part Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","10,000-19,999","Junior","Nursing","Car (alone)","Very reliable","Yes",NA,"Yes","On-Campus","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","Yes","Yes","No","About the same","Decreased","Decreased","Increased"
"6001",87956508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6002",87956510,"Part Time","No",NA,NA,"Hispanic","Male","10,000-19,999","Freshman","Business","Car (alone)","Very reliable","No","No","No","Off-Campus with family","No","Rarely","No","Multiple Aids","Never true","Sometimes true","No","No","No","Increased","About the same","About the same","Increased"
"6003",87956514,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","50,000-69,999","Junior","Liberal Arts","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Sometimes true","Often true","Yes","Yes","Yes","Increased","About the same","Increased","Increased"
"6004",87956515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6005",87956519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6006",87956520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6007",87956521,"Full Time","Full Time","Off-Campus","19 hours or less","Other","Female","20,000-29,999","Senior","Liberal Arts","Car (alone)","Very reliable","No","No","Yes","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Sometimes true","Sometimes true","Yes","Yes","Yes","Decreased","Decreased","Decreased","Increased"
"6008",87956522,"Full Time","No",NA,NA,"Hispanic","Female","50,000-69,999","Senior","Liberal Arts","Car (someone drives) & Carpool","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","About the same","Decreased","About the same"
"6009",87956524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6010",87956525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6011",87956526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6012",87956527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6013",87956530,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","10,000-19,999","Senior","Liberal Arts","Car (alone)","Very reliable","No","No","Yes","Off-Campus not with family","Yes",NA,"Yes","Grants","Sometimes true","Often true","Yes","Yes","Yes","Decreased","Decreased","About the same","About the same"
"6014",87956532,"Full Time","No",NA,NA,"Hispanic","Male","50,000-69,999","Senior","Engineering","Car (alone)","Fairly reliable","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6015",87956533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6016",87956535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6017",87956536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6018",87956537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6019",87956538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6020",87956541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6021",87956543,"Full Time","No",NA,NA,"Hispanic","Female","10,000-19,999","Sophomore","Nursing","Car (alone)","Fairly reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Sometimes true","No","No","No","Increased","Decreased","Increased","Increased"
"6022",87956544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6023",87956545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6024",87956547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6025",87956552,"Full Time","No",NA,NA,"Hispanic","Female","30,000-39,000","Freshman","Health Sciences","Car (someone drives) & Carpool","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Never true","Yes","Yes","No","About the same","Decreased","About the same","Decreased"
"6026",87956554,"Full Time","No",NA,NA,"Hispanic","Female","20,000-29,999","Freshman","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Decreased","Decreased","About the same","Increased"
"6027",87956555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6028",87956557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6029",87956563,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Male","10,000-19,999","Masters","Engineering","Car (alone)","Very reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Loans","Sometimes true","Sometimes true","Yes","Yes","No","About the same","Decreased","Decreased","Increased"
"6030",87956564,"Full Time","No",NA,NA,"Hispanic","Male","20,000-29,999","Sophomore","Engineering","Bus/Public transport","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","About the same","Decreased","About the same"
"6031",87956565,"Full Time","No",NA,NA,"Hispanic","Male","10,000-19,999","Junior","Engineering","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Sometimes true","Often true","Yes","Yes","Yes","Decreased","Decreased","About the same","Increased"
"6032",87956566,"Full Time","Part Time","On-Campus","19 hours or less","Hispanic","Female","< 10,000","Sophomore","Education","Car (someone drives) & Carpool","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Work Study","Sometimes true","Often true","No","Yes","No","Increased","About the same","About the same","About the same"
"6033",87956567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6034",87956568,"Full Time","No",NA,NA,"Hispanic","Female","30,000-39,000","Doctoral/Professional","Engineering","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Scholarship","Never true","Sometimes true","No","No","No","About the same","Decreased","About the same","About the same"
"6035",87956570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6036",87956571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6037",87956573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6038",87956575,"Full Time","Part Time","On-Campus","19 hours or less","Hispanic","Female","< 10,000","Junior","Business","Car (alone)","Very reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Work Study","Sometimes true","Never true","Yes","No","No","Decreased","Decreased","About the same","Increased"
"6039",87956579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6040",87956580,"Full Time","Full Time","Off-Campus","More than 19 hours","Asian","Male","50,000-69,999","Doctoral/Professional","Business","Bike, Trolley, or Walk","Very reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"No","Scholarship","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"6041",87956581,"Full Time","Full Time","Off-Campus","More than 19 hours","White/Caucasian","Male","70,000-99,999","Masters","Liberal Arts","Other","Very reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"Yes","Other","Never true","Never true","No","No","No","Increased","About the same","About the same","Increased"
"6042",87956582,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","30,000-39,000","Senior","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Never true","Never true","No","No","No","Decreased","Decreased","Decreased","Increased"
"6043",87956588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6044",87956589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6045",87956590,"Full Time","No",NA,NA,"Hispanic","Female","< 10,000","Junior","Science","Car (alone)","Fairly reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","None","Sometimes true","Sometimes true","Yes","Yes","Yes","Decreased","Decreased","About the same","About the same"
"6046",87956591,"Full Time","No",NA,NA,"White/Caucasian","Female","30,000-39,000","Senior","Science","Bus/Public transport","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Increased","About the same","Decreased","Increased"
"6047",87956593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6048",87956594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6049",87956596,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","< 10,000","Junior","Education","Other","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Sometimes true","Yes","No","No","About the same","Decreased","About the same","About the same"
"6050",87956600,"Full Time","No",NA,NA,"Hispanic","Male","< 10,000","Senior","More than one","Car (someone drives) & Carpool","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Other","Never true","Sometimes true","No","No","Yes","About the same","Decreased","Decreased","Increased"
"6051",87956601,"Full Time","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6052",87956604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6053",87956606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6054",87956610,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","50,000-69,999","Doctoral/Professional","Pharmacy","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Loans","Never true","Never true","No","No","No","About the same","Decreased","About the same","About the same"
"6055",87956612,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","40,000-49,999","Senior","Liberal Arts","Car (alone)","Fairly reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Loans","Never true","Never true","No","No","No","About the same","About the same","Decreased","Increased"
"6056",87956613,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male","20,000-29,999","Junior","Engineering","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Sometimes true","No","No","Yes","About the same","About the same","About the same","About the same"
